"hostid","host","name","assets name","VM Name","Status","DC","ASSETS OK","assets ip","ASSETS IP OK","interfaces.ip","ASSETS name","Action","Notes","Target name"
10084,"SRV62","SRV62 - Zabbix 6.0 Backend","SRV62","SRV62_ZabbixBackend_ex_SRV204","poweredOn","RWERES-DC",TRUE,"10.112.61.98",FALSE,"127.0.0.1","#N/A",,,
10106,"SRV11",,"SRV11","SRV11_FTP_WSUS_hMail","poweredOn","RWERES-DC",TRUE,"10.112.61.242",TRUE,"10.112.61.242","#N/A",,,
10110,"SRV40",,"SRV40","SRV40_SoftingVOB","poweredOn","RWERES-DC",TRUE,"10.112.63.201",TRUE,"10.112.63.201","#N/A",,,
10111,"SRV85","SRV85 - Hexis Portal Prod","SRV84","SRV84_SQLDev","poweredOn","RWERES-DC",FALSE,"10.112.63.208",FALSE,"10.112.61.23","#N/A","skip","Does not exist in assets => could be an app => put in Analyze HG",
10193,"SRV85B",,"SRV85b","SRV85b_HexisPortal","poweredOn","RWERES-DC",TRUE,"10.112.61.33",TRUE,"10.112.61.33","#N/A",,,
10194,"SRV85A",,"SRV85a","SRV85a_HexisPortal","poweredOn","RWERES-DC",TRUE,"10.112.61.34",TRUE,"10.112.61.34","#N/A",,,
10203,"SRV87",,"SRV87","SRV87_Biztalk","poweredOn","RWERES-DC",TRUE,"10.112.63.206",TRUE,"10.112.63.206","#N/A",,,
10205,"SRV01-neu","SRV01-neu - VEEAM","SQL24703","SQL24703_SQL2_PV_Poland","poweredOn","RWERES-DC",FALSE,"10.60.199.7",FALSE,"10.112.63.165","#N/A","skip","Does not exist in assets => could be an app => put in Analyze HG",
10206,"SRV54",,"SRV54","SRV54_Direktvermarktung","poweredOn","RWERES-DC",TRUE,"10.112.61.245",TRUE,"10.112.61.245","#N/A",,,
10264,"SRV33",,"SRV33","SRV33_DH","poweredOn","RWERES-DC",TRUE,"10.112.63.181",TRUE,"10.112.63.181","#N/A",,,
10275,"SRV53","SRV53 - Hexis Portal Test","SRV53","SRV53_HexisPortal_restApr16","poweredOn","RWERES-DC",TRUE,"10.112.61.22",TRUE,"10.112.61.22","#N/A",,,
10280,"SRV04",,"SRV04","SRV04_Citrix","poweredOn","RWERES-DC",TRUE,"10.112.61.4",TRUE,"10.112.61.4","#N/A",,,
10282,"SRV06",,"SRV06","SRV06_Citrix","poweredOn","RWERES-DC",TRUE,"10.112.61.12",TRUE,"10.112.61.12","#N/A",,,
10284,"SRV15",,"SRV15","SRV15_DiensteServer","poweredOn","RWERES-DC",TRUE,"10.112.63.245",TRUE,"10.112.63.245","#N/A",,,
10285,"SRV181",,"SRV181","SRV181_JumpHost","poweredOn","RWERES-DC",TRUE,"10.112.61.229",TRUE,"10.112.61.229","#N/A",,,
10289,"SRV24",,"SRV24","SRV24_Siglon","poweredOn","RWERES-DC",TRUE,"10.112.61.18",TRUE,"10.112.61.18","#N/A",,,
10290,"SRV27",,"SRV27","SRV27_FPT_TM8","poweredOn","RWERES-DC",TRUE,"10.112.61.243",TRUE,"10.112.61.243","#N/A",,,
10291,"SRV30",,"SRV30","SRV30_AlarmserverA","poweredOn","RWERES-DC",TRUE,"10.112.63.184",TRUE,"10.112.63.184","#N/A",,,
10292,"SRV30b",,"SRV30b","SRV30b_AlarmserverB","poweredOn","RWERES-DC",TRUE,"10.112.63.175",TRUE,"10.112.63.175","#N/A",,,
10294,"SRV32",,"SRV32","SRV32_TS Gateway","poweredOn","RWERES-DC",TRUE,"10.112.61.244",TRUE,"10.112.61.244","#N/A",,,
10295,"SRV34",,"SRV34","SRV34_xWrapperProd1","poweredOn","RWERES-DC",TRUE,"10.112.61.19",TRUE,"10.112.61.19","#N/A",,,
10296,"SRV34b",,"SRV34b","SRV34b_xWrapperProd2","poweredOn","RWERES-DC",TRUE,"10.112.61.21",TRUE,"10.112.61.21","#N/A",,,
10297,"SRV44",,"SRV44","SRV44_HexisProd","poweredOn","RWERES-DC",TRUE,"10.112.63.198",TRUE,"10.112.63.198","#N/A",,,
10299,"SRV46",,"SRV46","SRV46_AlarmMgmt_ex_SRV175","poweredOn","RWERES-DC",TRUE,"10.112.61.30",TRUE,"10.112.61.30","#N/A",,,
10300,"SRV47",,"SRV47","SRV47_SQLReportAnalysis","poweredOn","RWERES-DC",TRUE,"10.112.63.209",TRUE,"10.112.63.209","#N/A",,,
10301,"SRV50a",,"SRV50A","SRV50a_Genesis1","poweredOn","RWERES-DC",TRUE,"10.112.63.176",TRUE,"10.112.63.176","#N/A",,,
10302,"SRV50b",,"SRV50b","SRV50b_Genesis2","poweredOn","RWERES-DC",TRUE,"10.112.63.177",TRUE,"10.112.63.177","#N/A",,,
10303,"SRV51a",,"SRV51a","SRV51a_HyperHist1","poweredOn","RWERES-DC",TRUE,"10.112.63.178",TRUE,"10.112.63.178","#N/A",,,
10304,"SRV51b",,"SRV51b","SRV51b_HyperHist2","poweredOn","RWERES-DC",TRUE,"10.112.63.179",TRUE,"10.112.63.179","#N/A",,,
10305,"SRV52a","SRV52a","SRV52A","SRV52A_SQLBiztalkCluster1","poweredOn","RWERES-DC",TRUE,"192.168.0.152",FALSE,"10.112.63.172","#N/A",,,
10306,"SRV52b","SRV52b","SRV52B","SRV52B_SQLBiztalkCluster2","poweredOn","RWERES-DC",TRUE,"192.168.0.153",FALSE,"10.112.63.173","#N/A",,,
10307,"SRV54b",,"SRV54B","SRV54B_Direktvermarktung","poweredOn","RWERES-DC",TRUE,"10.112.61.246",TRUE,"10.112.61.246","#N/A",,,
10310,"SRV84",,"SRV84","SRV84_SQLDev","poweredOn","RWERES-DC",TRUE,"10.112.63.208",TRUE,"10.112.63.208","#N/A",,,
10311,"SRV86",,"srv86","SRV86_TCMSiemens","poweredOn","RWERES-DC",TRUE,"10.112.63.207",TRUE,"10.112.63.207","#N/A",,,
10312,"SRV89",,"SRV89","SRV89_Pandora","poweredOn","RWERES-DC",TRUE,"10.112.61.100",TRUE,"10.112.61.100","#N/A",,,
10313,"SRV89T",,"SRV89T","SRV89T_PandoraTest","poweredOn","RWERES-DC",TRUE,"10.112.61.101",TRUE,"10.112.61.101","#N/A",,,
10316,"DH01_HAN",,"DH01_HAN","SRV39_DH01","poweredOn","RWERES-DC",TRUE,"10.112.63.200",TRUE,"10.112.63.200","#N/A",,,
10317,"SRV101-A",,"SRV101-A","SRV101-A_SQL","poweredOn","RWERES-DC",TRUE,"10.112.63.226",TRUE,"10.112.63.226","#N/A",,,
10482,"S030A2311","S030A2311 - PI Server","RWS140155","RWS140155-OSI","poweredOn","RWERES-DC",FALSE,"10.10.140.155",FALSE,"10.182.50.186","#N/A","skip","Does not exist in assets => could be an app => put in Analyze HG",
10541,"SRV203 WMS PROD",,"SRV203","SRV203_WMS_PROD","poweredOn","RWERES-DC",FALSE,"10.112.61.7",TRUE,"10.112.61.7","#N/A","skip","there are 3 hosts in Zbx for the same IP, with similar names",
10545,"SRV115","SRV115 - BizTalk Test","SRV114s","SRV114s_AlarmParallelisier_Test","poweredOn","RWERES-DC",FALSE,"10.112.63.216",FALSE,"10.112.63.219","#N/A","skip","Does not exist in assets => could be an app => put in Analyze HG",
10546,"SRV105b",,"SRV105b","SRV105b_Chronos","poweredOn","RWERES-DC",TRUE,"10.112.61.159",TRUE,"10.112.61.159","#N/A",,,
10548,"SRV99b",,"SRV99b","SRV99b_Iconics","poweredOn","RWERES-DC",TRUE,"10.112.63.235",TRUE,"10.112.63.235","#N/A",,,
10549,"SRV112a",,"SRV112A","SRV112A_ChronosHyperHist","poweredOn","RWERES-DC",TRUE,"10.112.63.232",TRUE,"10.112.63.232","#N/A",,,
10550,"SRV112b",,"SRV112B","SRV112B_ChronosHyperHist","poweredOn","RWERES-DC",TRUE,"10.112.63.236",TRUE,"10.112.63.236","#N/A",,,
10553,"SRV102",,"SRV102","SRV102_Fileserver","poweredOn","RWERES-DC",TRUE,"10.112.63.221",TRUE,"10.112.63.221","#N/A",,,
10554,"SRV103",,"SRV103","SRV103_Rotorsoft","poweredOn","RWERES-DC",TRUE,"10.112.61.35",TRUE,"10.112.61.35","#N/A",,,
10561,"SRV44Tn",,"SRV44Tn","SRV44T_HexisTest","poweredOn","RWERES-DC",TRUE,"10.112.63.231",TRUE,"10.112.63.231","#N/A",,,
10563,"SRV120",,"SRV120","SRV120_xWrapper","poweredOn","RWERES-DC",TRUE,"10.112.61.20",TRUE,"10.112.61.20","#N/A",,,
10565,"SRV117",,"SRV117","SRV117_VOBGermany","poweredOn","RWERES-DC",TRUE,"10.112.63.222",TRUE,"10.112.63.222","#N/A",,,
10566,"SRV118",,"SRV118","SRV118_VOBNL","poweredOn","RWERES-DC",TRUE,"10.112.63.223",TRUE,"10.112.63.223","#N/A",,,
10567,"SRV119",,"SRV119","SRV119_VOBItaly","poweredOn","RWERES-DC",TRUE,"10.112.63.224",TRUE,"10.112.63.224","#N/A",,,
10572,"SRV101-B","SRV101-B - SQLFCPROD","SRV101-B","SRV101-B_SQL","poweredOn","RWERES-DC",TRUE,"10.255.255.50",FALSE,"10.112.63.227","#N/A",,,
10573,"SRV121",,"SRV121","SRV121_Citrix","poweredOn","RWERES-DC",TRUE,"10.112.61.24",TRUE,"10.112.61.24","#N/A",,,
10575,"SRV83",,"SRV83","SRV83_SQL","poweredOn","RWERES-DC",TRUE,"10.112.61.36",TRUE,"10.112.61.36","#N/A",,,
10577,"SRV28",,"SRV28","SRV28_DC_Vasco","poweredOn","RWERES-DC",TRUE,"10.112.63.249",TRUE,"10.112.63.249","#N/A",,,
10589,"SRV203 WMS Linux PROD",,"SRV203","SRV203_WMS_PROD","poweredOn","RWERES-DC",FALSE,"10.112.61.7",TRUE,"10.112.61.7","#N/A","skip","there are 3 hosts in Zbx for the same IP, with similar names",
10595,"SRV123",,"SRV123","SRV123_TrendMicro","poweredOn","RWERES-DC",TRUE,"10.112.62.211",TRUE,"10.112.62.211","#N/A",,,
10599,"SRV90",,"SRV90","SRV90_DiensteServer","poweredOn","RWERES-DC",TRUE,"10.112.63.203",TRUE,"10.112.63.203","#N/A",,,
10600,"SRV114s",,"SRV114s","SRV114s_AlarmParallelisier_Test","poweredOn","RWERES-DC",TRUE,"10.112.63.216",TRUE,"10.112.63.216","#N/A",,,
10601,"SRV125",,"SRV125","SRV125_TCMIsolation","poweredOn","RWERES-DC",TRUE,"10.112.62.244",TRUE,"10.112.62.244","#N/A",,,
10605,"SRV126",,"SRV126","SRV126_iVantiPatch","poweredOn","RWERES-DC",TRUE,"10.112.62.212",TRUE,"10.112.62.212","#N/A",,,
10620,"SRV127",,"SRV127","SRV127_PowerBiGW","poweredOn","RWERES-DC",TRUE,"10.112.62.213",TRUE,"10.112.62.213","#N/A",,,
10622,"SRV108",,"SRV108","SRV108_Softing","poweredOn","RWERES-DC",TRUE,"10.112.62.226",TRUE,"10.112.62.226","#N/A",,,
10624,"SRV122",,"SRV122","SRV122_CombinedDataStreams","poweredOn","RWERES-DC",TRUE,"10.112.61.235",TRUE,"10.112.61.235","#N/A",,,
10626,"SRV24T",,"SRV24T","SRV24T_Siglon","poweredOn","RWERES-DC",TRUE,"10.112.61.37",TRUE,"10.112.61.37","#N/A",,,
10628,"SRV109","SRV109 - Development Server","SRV109","SRV109_DevSRV","poweredOn","RWERES-DC",TRUE,"192.168.56.1",FALSE,"10.112.61.41","#N/A",,,
10637,"SRV18a",,"SRV18A","SRV18A_WGmgmt_spare","poweredOn","RWERES-DC",TRUE,"10.112.61.227",TRUE,"10.112.61.227","#N/A",,,
10653,"SRV63",,"SRV63","SRV63_DNSDMZ","poweredOn","RWERES-DC",TRUE,"10.112.62.193",TRUE,"10.112.62.193","#N/A",,,
10654,"SRV64",,"SRV64","SRV64_DNSDMZ","poweredOn","RWERES-DC",TRUE,"10.112.62.194",TRUE,"10.112.62.194","#N/A",,,
10701,"SRV59",,"SRV59","SRV59_RDSLic2012R2","poweredOn","RWERES-DC",TRUE,"10.112.61.82",TRUE,"10.112.61.82","#N/A",,,
10865,"S030A2997_PDO","S030A2997 - BelVis Server","RWS140155","RWS140155-OSI","poweredOn","RWERES-DC",FALSE,"10.10.140.155",FALSE,"10.185.85.229","#N/A","skip","Does not exist in assets => could be an app => put in Analyze HG",
10882,"SRV136S",,"SRV136s","SRV136s_Chronos_Backend","poweredOn","RWERES-DC",TRUE,"10.112.63.237",TRUE,"10.112.63.237","#N/A",,,
10883,"SRV137S",,"SRV137S","SRV137S_Chronos_Backend","poweredOn","RWERES-DC",TRUE,"10.112.63.238",TRUE,"10.112.63.238","#N/A",,,
10884,"SRV138S",,"SRV138S","SRV138s_Chronos_Frontend","poweredOn","RWERES-DC",TRUE,"10.112.61.26",TRUE,"10.112.61.26","#N/A",,,
10885,"SRV139S",,"SRV139s","SRV139s_Chronos_Frontend","poweredOn","RWERES-DC",TRUE,"10.112.61.27",TRUE,"10.112.61.27","#N/A",,,
10920,"SRV141",,"SRV141","SRV141_MatlabWebServer","poweredOn","RWERES-DC",TRUE,"10.112.61.28",TRUE,"10.112.61.28","#N/A",,,
11004,"SRV131",,"SRV131","SRV131_DC","poweredOn","RWERES-DC",TRUE,"10.112.63.252",TRUE,"10.112.63.252","#N/A",,,
11005,"SRV25","SRV25-Sharepoint","SRV24T","SRV24T_Siglon","poweredOn","RWERES-DC",FALSE,"10.112.61.37",FALSE,"10.112.61.25","#N/A","skip","Does not exist in assets => could be an app => put in Analyze HG",
11006,"SRV29",,"SRV29","SRV29_PQI","poweredOn","RWERES-DC",TRUE,"10.112.63.185",TRUE,"10.112.63.185","#N/A",,,
11010,"SRV142",,"SRV142","SRV142_DeploymentDev","poweredOn","RWERES-DC",TRUE,"10.112.61.29",TRUE,"10.112.61.29","#N/A",,,
11019,"SRV145","SRV145 - Battery EMS Windows Server","SRV142","SRV142_DeploymentDev","poweredOn","RWERES-DC",FALSE,"10.112.61.29",FALSE,"10.112.62.1","#N/A","skip","Does not exist in assets => host disabled => put in Analyze HG",
11020,"SRV146","SRV146 - Battery EMS Server Linux","SRV142","SRV142_DeploymentDev","poweredOn","RWERES-DC",FALSE,"10.112.61.29",FALSE,"10.112.62.2","#N/A","skip","Does not exist in assets => host disabled => put in Analyze HG",
11021,"SRV147","SRV147 - Docker Staging","SRV147","SRV147_Docker","poweredOn","RWERES-DC",TRUE,"#N/A",FALSE,"10.112.61.11","#N/A",,"no IP in assets",
11042,"SRV148","SRV148 - Docker Prod","SRV148","SRV148_Docker","poweredOn","RWERES-DC",TRUE,"#N/A",FALSE,"10.112.61.15","#N/A",,"no IP in assets",
11043,"SRV149","SRV149 - Docker Prod","SRV149","SRV149_Docker","poweredOn","RWERES-DC",TRUE,"#N/A",FALSE,"10.112.61.16","#N/A",,"no IP in assets",
11044,"SRV150","SRV150 - Docker Prod","SRV150","SRV150_Docker","poweredOn","RWERES-DC",TRUE,"#N/A",FALSE,"10.112.61.17","#N/A",,"no IP in assets",
11112,"SRV154","SRV154 - Docker Prod","SRV154","SRV154_Docker","poweredOn","RWERES-DC",TRUE,"#N/A",FALSE,"10.112.61.9","#N/A",,"no IP in assets",
11132,"SRV156",,"SRV156","SRV156_hMail-neu","poweredOn","RWERES-DC",TRUE,"10.112.61.84",TRUE,"10.112.61.84","#N/A",,,
11173,"SRV159","SRV159 - Docker Staging","SRV159","SRV159_Docker","poweredOn","RWERES-DC",TRUE,"#N/A",FALSE,"10.112.61.109","#N/A",,"no IP in assets",
11515,"SRV162","SRV162 - Docker Staging","SRV162","SRV162_Docker","poweredOn","RWERES-DC",TRUE,"#N/A",FALSE,"10.112.61.131","#N/A",,"no IP in assets",
11516,"SRV163","SRV163 - Docker Staging","SRV163","SRV163_Docker","poweredOn","RWERES-DC",TRUE,"#N/A",FALSE,"10.112.61.132","#N/A",,"no IP in assets",
11523,"SRV165",,"SRV165","SRV165_ApplicationJumphost","poweredOn","RWERES-DC",TRUE,"10.112.61.133",TRUE,"10.112.61.133","#N/A",,,
11524,"SRV151",,"SRV151","SRV151_RDSLic_DMZ","poweredOn","RWERES-DC",TRUE,"10.112.62.196",TRUE,"10.112.62.196","#N/A",,,
11525,"SRV152",,"SRV152","SRV152_RDSLic_Core","poweredOn","RWERES-DC",TRUE,"10.112.63.239",TRUE,"10.112.63.239","#N/A",,,
11530,"SRV167","SRV167 - Docker Proxy Staging","SRV167","SRV167_Docker_Proxy_Staging","poweredOn","RWERES-DC",TRUE,"#N/A",FALSE,"10.112.62.246","#N/A",,"no IP in assets",
11533,"SRV168","SRV168 - Docker Proxy Prod","SRV168","SRV168_Docker_Proxy_Prod","poweredOn","RWERES-DC",TRUE,"#N/A",FALSE,"10.112.62.247","#N/A",,"no IP in assets",
11535,"SRV169",,"SRV169","SRV169_CERTERO","poweredOn","RWERES-DC",TRUE,"10.112.61.134",TRUE,"10.112.61.134","#N/A",,,
11538,"SRV170",,"SRV170","SRV170_GreenboxPutlitz","poweredOn","RWERES-DC",TRUE,"10.112.61.135",TRUE,"10.112.61.135","#N/A",,,
11539,"SRV171",,"SRV171","SRV171_GreenboxGwynt-Y-Mor","poweredOn","RWERES-DC",TRUE,"10.112.61.136",TRUE,"10.112.61.136","#N/A",,,
11547,"SRV129",,"SRV129","SRV129_BuildServer","poweredOn","RWERES-DC",TRUE,"10.112.61.234",TRUE,"10.112.61.234","#N/A",,,
11548,"SRV58","SRV58-WSUS","SRV54B","SRV54B_Direktvermarktung","poweredOn","RWERES-DC",FALSE,"10.112.61.246",FALSE,"10.112.62.209","#N/A","skip","Powered off in Assets",
11549,"SRV106",,"SRV106","SRV106_RDSLic2016DMZ","poweredOn","RWERES-DC",TRUE,"10.112.62.195",TRUE,"10.112.62.195","#N/A",,,
11550,"SRV113",,"SRV113","SRV113_TCM","poweredOn","RWERES-DC",TRUE,"10.112.62.241",TRUE,"10.112.62.241","#N/A",,,
11592,"SRV173",,"srv173","SRV173_ZabbixFrontend_ex_SRV205","poweredOn","RWERES-DC",TRUE,"10.112.61.140",TRUE,"10.112.61.140","#N/A",,,
11616,"SRV175",,"SRV175","SRV175_AlarmMgmt_ex_SRV46","poweredOn","RWERES-DC",TRUE,"10.112.61.32",TRUE,"10.112.61.32","#N/A",,,
11635,"SRV176",,"SRV176","SRV176_NSO-DHCP","poweredOn","RWERES-DC",TRUE,"10.112.61.144",TRUE,"10.112.61.144","#N/A",,,
11665,"SRV177",,"SRV177","SRV177_NSO-BSH_OpenRave","poweredOn","RWERES-DC",TRUE,"10.112.61.149",TRUE,"10.112.61.149","#N/A",,,
11668,"MGMT15170","MGMT15170 - AIS-MGMT","MGMT15170","EON-MGMT15170-AIS-MGMT","poweredOn","RWERES-DC",TRUE,"192.168.40.1",FALSE,"172.17.15.170","#N/A",,,
11680,"SA90132",,"SA90132","EON-SA90132-DATAREQUEST","poweredOn","RWERES-DC",TRUE,"172.17.3.132",TRUE,"172.17.3.132","#N/A",,,
11681,"SA90134",,"SA90134","EON-SA90134-KPI-DATABASE","poweredOn","RWERES-DC",TRUE,"172.17.3.134",TRUE,"172.17.3.134","#N/A",,,
11682,"SA90133",,"SA90133","EON-SA90133-OEM-DATABASE","poweredOn","RWERES-DC",TRUE,"172.17.3.133",TRUE,"172.17.3.133","#N/A",,,
11683,"SA90147",,"SA90147","EON-SA90147-ECR-DATA08","poweredOn","RWERES-DC",TRUE,"172.17.3.147",TRUE,"172.17.3.147","#N/A",,,
11687,"SRV178",,"srv178","SRV178_SPLUNK_Log_Forwarder","poweredOn","RWERES-DC",TRUE,"10.112.61.237",TRUE,"10.112.61.237","#N/A",,,
11688,"SRV160",,"srv160","SRV160_SelfServiceTool","poweredOn","RWERES-DC",TRUE,"10.112.61.8",TRUE,"10.112.61.8","#N/A",,,
11690,"Proxy-Frankfurt","Proxy-Frankfurt","PLNOWWCINT001","PLNOWWCINT001","poweredOn","Poland",FALSE,"10.112.57.204",FALSE,"10.110.3.107","#N/A","skip","does not exist in assets => ",
11692,"SRV179",,"SRV179","SRV179_GreenboxGalloper","poweredOn","RWERES-DC",TRUE,"10.112.61.150",TRUE,"10.112.61.150","#N/A",,,
11705,"SA90148",,"SA90148","EON-SA90148-SQL-BK-VIBRO","poweredOn","RWERES-DC",TRUE,"172.17.3.148",TRUE,"172.17.3.148","#N/A",,,
11706,"acc20010",,"acc20010","EON-ACC20010-FTP","poweredOn","RWERES-DC",TRUE,"172.17.20.10",TRUE,"172.17.20.10","#N/A",,,
11707,"acc20011",,"acc20011","EON-ACC20011-FTP_21","poweredOn","RWERES-DC",TRUE,"172.17.20.11",TRUE,"172.17.20.11","#N/A",,,
11709,"acc20018",,"ACC20018","EON-ACC20018-CDN","poweredOn","RWERES-DC",TRUE,"172.17.20.18",TRUE,"172.17.20.18","#N/A",,,
11710,"acc20019","ACC20019 - THIRDPARTY","acc20019","EON-ACC20019-THIRDPARTY","poweredOn","RWERES-DC",TRUE,"62.225.143.57",FALSE,"172.17.20.19","#N/A",,,
11716,"acc20081",,"ACC20081","EON-ACC20081-TOMCAT7","poweredOn","RWERES-DC",TRUE,"172.17.20.81",TRUE,"172.17.20.81","#N/A",,,
11717,"acc20082",,"acc20082","EON-ACC20082-TOMCAT8","poweredOn","RWERES-DC",TRUE,"172.17.20.82",TRUE,"172.17.20.82","#N/A",,,
11718,"acc20083",,"ACC20083","EON-ACC20083-WEBAPPS","poweredOn","RWERES-DC",TRUE,"172.17.20.83",TRUE,"172.17.20.83","#N/A",,,
11721,"acc20086","ACC20086 - WFM-PREDATUR","ACC20086","ACC20086-WFM-PREDATUR_DO_NOT_POWER_ON","poweredOff","RWERES-DC",TRUE,"#N/A",FALSE,"172.17.20.86","#N/A","skip","no IP in assets",
11722,"acc20087",,"ACC20087","EON-ACC20087-TOMCAT13","poweredOn","RWERES-DC",TRUE,"172.17.20.87",TRUE,"172.17.20.87","#N/A",,,
11723,"acc20088",,"acc20088","EON-ACC20088-TOMCAT14","poweredOn","RWERES-DC",TRUE,"172.17.20.88",TRUE,"172.17.20.88","#N/A",,,
11724,"acc20091",,"ACC20091","EON-ACC20091-TOMCAT17","poweredOn","RWERES-DC",TRUE,"172.17.20.91",TRUE,"172.17.20.91","#N/A",,,
11725,"acc20092",,"acc20092","EON-ACC20092-TIP","poweredOn","RWERES-DC",TRUE,"172.17.20.92",TRUE,"172.17.20.92","#N/A",,,
11726,"acc20093",,"ACC20093","EON-ACC20093-CINNAMON","poweredOn","RWERES-DC",TRUE,"172.17.20.93",TRUE,"172.17.20.93","#N/A",,,
11727,"acc2094",,"ACC2094","EON-ACC20094-Webserver","poweredOn","RWERES-DC",TRUE,"172.17.20.94",TRUE,"172.17.20.94","#N/A",,,
11728,"acc20095",,"ACC20095","EON-ACC20095-CINNAMON2","poweredOn","RWERES-DC",TRUE,"172.17.20.95",TRUE,"172.17.20.95","#N/A",,,
11729,"acc20098",,"ACC20098","EON-ACC20098-TABLEAU-BACKGROUNDER","poweredOn","RWERES-DC",TRUE,"172.17.20.98",TRUE,"172.17.20.98","#N/A",,,
11730,"acc20099",,"ACC20099","EON-ACC20099-TABLEAU_PROD_SERVER","poweredOn","RWERES-DC",TRUE,"172.17.20.99",TRUE,"172.17.20.99","#N/A",,,
11732,"acc20120",,"ACC20120","EON-ACC20120-XSV","poweredOn","RWERES-DC",TRUE,"172.17.20.120",TRUE,"172.17.20.120","#N/A",,,
11734,"acc20090",,"ACC20090","ACC20090-AZURE-DATAGATEWAY","poweredOn","RWERES-DC",TRUE,"172.17.20.90",TRUE,"172.17.20.90","#N/A",,,
11735,"st90151",,"ST90151","EON-ST90151-VOB-LICENSING","poweredOn","RWERES-DC",TRUE,"172.17.6.151",TRUE,"172.17.6.151","#N/A",,,
11736,"st90152",,"ST90152","ST90152-ANDROMEDA","poweredOn","RWERES-DC",TRUE,"172.17.6.152",TRUE,"172.17.6.152","#N/A",,,
11737,"st90153",,"ST90153","ST90153-TS-UK-OPS-ONSHORE","poweredOn","RWERES-DC",TRUE,"172.17.6.153",TRUE,"172.17.6.153","#N/A",,,
11738,"st90154",,"ST90154","ST90154-TS-POLAND-ONSHORE-OPS","poweredOn","RWERES-DC",TRUE,"172.17.6.154",TRUE,"172.17.6.154","#N/A",,,
11739,"st90156","ST90156 - RELAY-MAILSERVER","ST90156","EON-ST90156-RELAY-MAILSERVER","poweredOn","RWERES-DC",TRUE,"#N/A",FALSE,"172.17.6.156","#N/A","skip","no IP in assets",
11740,"st90157",,"ST90157","ST90157-TS-CR-ARKONA-AMRUMBANK","poweredOn","RWERES-DC",TRUE,"172.17.6.157",TRUE,"172.17.6.157","#N/A",,,
11741,"st90158",,"ST90158","ST90158-VOB-NORDIC-ALL-SITES","poweredOn","RWERES-DC",TRUE,"172.17.6.158",TRUE,"172.17.6.158","#N/A",,,
11742,"st90159",,"ST90159","ST90159-TS-CR-NEUKLOSTER","poweredOn","RWERES-DC",TRUE,"172.17.6.159",TRUE,"172.17.6.159","#N/A",,,
11744,"st90162",,"ST90162","EON-ST90162-DATAEXPORT-TABLEAU","poweredOn","RWERES-DC",TRUE,"172.17.6.162",TRUE,"172.17.6.162","#N/A",,,
11745,"st90163",,"ST90163","EON-ST90163-DATAEXPORT","poweredOn","RWERES-DC",TRUE,"172.17.6.163",TRUE,"172.17.6.163","#N/A",,,
11746,"st90172",,"ST90172","ST90172-CENTRAL-TCM","poweredOn","RWERES-DC",TRUE,"172.17.6.172",TRUE,"172.17.6.172","#N/A",,,
11747,"st90184",,"ST90184","ST90184-NORDIC","poweredOn","RWERES-DC",TRUE,"172.17.6.184",TRUE,"172.17.6.184","#N/A",,,
11749,"st90240","ST90240 - ZABBIX-PROXY-TERMINAL","ST90230","ST90230-CHECKPOINT-VODA-TS","poweredOn","RWERES-DC",FALSE,"172.17.6.230",FALSE,"172.17.6.240","#N/A","skip","Powered off in Assets",
11750,"ST90245",,"ST90245","ST90245-APO-COMPUTING","poweredOn","RWERES-DC",TRUE,"172.17.6.245",TRUE,"172.17.6.245","#N/A",,,
11751,"st90250",,"ST90250","ST90250-PYTHON-SCRIPTING","poweredOn","RWERES-DC",TRUE,"172.17.6.250",TRUE,"172.17.6.250","#N/A",,,
11752,"cms30010",,"CMS30010","CMS30010-OMNITREND","poweredOn","RWERES-DC",TRUE,"172.17.30.10",TRUE,"172.17.30.10","#N/A",,,
11753,"cms30050",,"CMS30050","CMS30050-BACHMANN-WEBLOG-SOLUTION-CENTER","poweredOn","RWERES-DC",TRUE,"172.17.30.50",TRUE,"172.17.30.50","#N/A",,,
11754,"cms3070",,"CMS3070","EON-CMS3070-TCM-G&J","poweredOn","RWERES-DC",TRUE,"172.17.30.70",TRUE,"172.17.30.70","#N/A",,,
11755,"cms30145",,"CMS30145","CMS30145-CALC-BK-VIBRO","poweredOn","RWERES-DC",TRUE,"172.17.30.145",TRUE,"172.17.30.145","#N/A",,,
11756,"cms30150",,"CMS30150","CMS30150-CMS-BK-VIBRO","poweredOn","RWERES-DC",TRUE,"172.17.30.150",TRUE,"172.17.30.150","#N/A",,,
11757,"cms30168",,"CMS30168","CMS30168-SKF-MON","poweredOn","RWERES-DC",TRUE,"172.17.30.168",TRUE,"172.17.30.168","#N/A",,,
11758,"cms30169",,"CMS30169","CMS30169-SKF-MON","poweredOn","RWERES-DC",TRUE,"172.17.30.169",TRUE,"172.17.30.169","#N/A",,,
11765,"sup-vc1-ecr","vCenter SuP Frankfurt","SUP-SCADA-DC2","SUP-SCADA-DC2","poweredOn","RWERES-FW",FALSE,"10.17.1.11",FALSE,"10.17.120.200","#N/A","skip","different name in assets: sup-vc1-rweres",
12484,"sa90032","SA90032 - WINDOWS-SERVICES","SA90032","EON-SA90032-WINDOWS-SERVICES","poweredOn","RWERES-DC",TRUE,"#N/A",FALSE,"172.17.3.32","#N/A","skip","no IP in assets",
